Orthogroup	Coffea_canephora	Cuscuta_australis	Cuscuta_campestris	Ipomoea_aquatica	Ipomoea_batatas	Ipomoea_nil	Ipomoea_trifida	Ipomoea_triloba	Solanum_lycopersicum	Vitis_vinifera
OG0047041					ib11g01773					
OG0047042					ib11g01779					
OG0047043					ib11g01781					
OG0047044					ib11g01782					
OG0047045					ib11g01784					
OG0047046					ib11g01787					
OG0047047					ib11g01797					
OG0047048					ib11g01808					
OG0047049					ib11g01810					
OG0047050					ib11g01813					
OG0047051					ib11g01814					
OG0047052					ib11g01828					
OG0047053					ib11g01830					
OG0047054					ib11g01836					
OG0047055					ib11g01841					
OG0047056					ib11g01848					
OG0047057					ib11g01850					
OG0047058					ib11g01851					
OG0047059					ib11g01852					
OG0047060					ib11g01853					
OG0047061					ib11g01860					
OG0047062					ib11g01886					
OG0047063					ib11g01890					
OG0047064					ib11g01893					
OG0047065					ib11g01895					
OG0047066					ib11g01897					
OG0047067					ib11g01898					
OG0047068					ib11g01900					
OG0047069					ib11g01903					
OG0047070					ib11g01910					
OG0047071					ib11g01915					
OG0047072					ib11g01916					
OG0047073					ib11g01917					
OG0047074					ib11g01919					
OG0047075					ib11g01921					
OG0047076					ib11g01925					
OG0047077					ib11g01942					
OG0047078					ib11g01964					
OG0047079					ib11g01974					
OG0047080					ib11g01979					
OG0047081					ib11g01981					
OG0047082					ib11g01983					
OG0047083					ib11g01985					
OG0047084					ib11g01987					
OG0047085					ib11g01988					
OG0047086					ib11g02004					
OG0047087					ib11g02012					
OG0047088					ib11g02013					
OG0047089					ib11g02014					
OG0047090					ib11g02015					
OG0047091					ib11g02018					
OG0047092					ib11g02038					
OG0047093					ib11g02039					
OG0047094					ib11g02049					
OG0047095					ib11g02054					
OG0047096					ib11g02058					
OG0047097					ib11g02059					
OG0047098					ib11g02060					
OG0047099					ib11g02062					
OG0047100					ib11g02066					
OG0047101					ib11g02072					
OG0047102					ib11g02080					
OG0047103					ib11g02086					
OG0047104					ib11g02088					
OG0047105					ib11g02090					
OG0047106					ib11g02098					
OG0047107					ib11g02106					
OG0047108					ib11g02123					
OG0047109					ib11g02137					
OG0047110					ib11g02138					
OG0047111					ib11g02145					
OG0047112					ib11g02155					
OG0047113					ib11g02156					
OG0047114					ib11g02157					
OG0047115					ib11g02164					
OG0047116					ib11g02168					
OG0047117					ib11g02175					
OG0047118					ib11g02179					
OG0047119					ib11g02198					
OG0047120					ib11g02199					
OG0047121					ib11g02204					
OG0047122					ib11g02211					
OG0047123					ib11g02236					
OG0047124					ib11g02243					
OG0047125					ib11g02253					
OG0047126					ib11g02263					
OG0047127					ib11g02267					
OG0047128					ib11g02272					
OG0047129					ib11g02275					
OG0047130					ib11g02278					
OG0047131					ib11g02282					
OG0047132					ib11g02283					
OG0047133					ib11g02288					
OG0047134					ib11g02297					
OG0047135					ib11g02303					
OG0047136					ib11g02304					
OG0047137					ib11g02317					
OG0047138					ib11g02321					
OG0047139					ib11g02329					
OG0047140					ib11g02336					
OG0047141					ib11g02345					
OG0047142					ib11g02349					
OG0047143					ib11g02357					
OG0047144					ib11g02379					
OG0047145					ib11g02383					
OG0047146					ib11g02384					
OG0047147					ib11g02385					
OG0047148					ib11g02388					
OG0047149					ib11g02392					
OG0047150					ib11g02398					
OG0047151					ib11g02402					
OG0047152					ib11g02417					
OG0047153					ib11g02421					
OG0047154					ib11g02422					
OG0047155					ib11g02431					
OG0047156					ib11g02435					
OG0047157					ib11g02436					
OG0047158					ib11g02438					
OG0047159					ib11g02440					
OG0047160					ib11g02441					
OG0047161					ib11g02442					
OG0047162					ib11g02450					
OG0047163					ib11g02451					
OG0047164					ib11g02452					
OG0047165					ib11g02455					
OG0047166					ib11g02457					
OG0047167					ib11g02458					
OG0047168					ib11g02461					
OG0047169					ib11g02464					
OG0047170					ib11g02465					
OG0047171					ib11g02481					
OG0047172					ib11g02490					
OG0047173					ib11g02500					
OG0047174					ib11g02501					
OG0047175					ib11g02507					
OG0047176					ib11g02511					
OG0047177					ib11g02514					
OG0047178					ib11g02528					
OG0047179					ib11g02531					
OG0047180					ib11g02544					
OG0047181					ib11g02545					
OG0047182					ib11g02557					
OG0047183					ib11g02560					
OG0047184					ib11g02567					
OG0047185					ib11g02569					
OG0047186					ib11g02571					
OG0047187					ib11g02572					
OG0047188					ib11g02573					
OG0047189					ib11g02581					
OG0047190					ib11g02582					
OG0047191					ib11g02590					
OG0047192					ib11g02605					
OG0047193					ib11g02608					
OG0047194					ib11g02626					
OG0047195					ib11g02627					
OG0047196					ib11g02629					
OG0047197					ib11g02637					
OG0047198					ib11g02639					
OG0047199					ib11g02640					
OG0047200					ib11g02651					
OG0047201					ib11g02652					
OG0047202					ib11g02656					
OG0047203					ib11g02662					
OG0047204					ib11g02668					
OG0047205					ib11g02684					
OG0047206					ib11g02699					
OG0047207					ib11g02702					
OG0047208					ib11g02706					
OG0047209					ib11g02721					
OG0047210					ib11g02727					
OG0047211					ib11g02728					
OG0047212					ib11g02729					
OG0047213					ib11g02749					
OG0047214					ib11g02757					
OG0047215					ib11g02763					
OG0047216					ib11g02771					
OG0047217					ib11g02776					
OG0047218					ib11g02777					
OG0047219					ib11g02781					
OG0047220					ib11g02783					
OG0047221					ib11g02784					
OG0047222					ib11g02785					
OG0047223					ib11g02791					
OG0047224					ib11g02792					
OG0047225					ib11g02793					
OG0047226					ib11g02799					
OG0047227					ib11g02804					
OG0047228					ib11g02816					
OG0047229					ib11g02817					
OG0047230					ib11g02837					
OG0047231					ib11g02847					
OG0047232					ib11g02856					
OG0047233					ib11g02860					
OG0047234					ib11g02872					
OG0047235					ib11g02877					
OG0047236					ib11g02880					
OG0047237					ib11g02888					
OG0047238					ib11g02890					
OG0047239					ib11g02892					
OG0047240					ib11g02893					
OG0047241					ib11g02894					
OG0047242					ib11g02905					
OG0047243					ib11g02908					
OG0047244					ib11g02926					
OG0047245					ib11g02939					
OG0047246					ib11g02942					
OG0047247					ib11g02947					
OG0047248					ib11g02949					
OG0047249					ib11g02961					
OG0047250					ib11g02962					
OG0047251					ib11g02976					
OG0047252					ib11g02980					
OG0047253					ib11g02990					
OG0047254					ib11g02996					
OG0047255					ib11g02997					
OG0047256					ib11g03000					
OG0047257					ib11g03001					
OG0047258					ib11g03008					
OG0047259					ib11g03009					
OG0047260					ib11g03010					
OG0047261					ib11g03012					
OG0047262					ib11g03013					
OG0047263					ib11g03015					
OG0047264					ib11g03023					
OG0047265					ib11g03024					
OG0047266					ib11g03040					
OG0047267					ib11g03043					
OG0047268					ib11g03047					
OG0047269					ib11g03050					
OG0047270					ib11g03054					
OG0047271					ib11g03066					
OG0047272					ib11g03074					
OG0047273					ib11g03088					
OG0047274					ib11g03090					
OG0047275					ib11g03091					
OG0047276					ib11g03093					
OG0047277					ib11g03101					
OG0047278					ib11g03103					
OG0047279					ib11g03111					
OG0047280					ib11g03125					
OG0047281					ib11g03132					
OG0047282					ib11g03148					
OG0047283					ib11g03155					
OG0047284					ib11g03158					
OG0047285					ib11g03160					
OG0047286					ib11g03161					
OG0047287					ib11g03170					
OG0047288					ib11g03187					
OG0047289					ib11g03213					
OG0047290					ib11g03216					
OG0047291					ib11g03230					
OG0047292					ib11g03235					
OG0047293					ib11g03242					
OG0047294					ib11g03248					
OG0047295					ib11g03253					
OG0047296					ib11g03268					
OG0047297					ib11g03269					
OG0047298					ib11g03281					
OG0047299					ib11g03283					
OG0047300					ib11g03284					
OG0047301					ib11g03295					
OG0047302					ib11g03296					
OG0047303					ib11g03300					
OG0047304					ib11g03301					
OG0047305					ib11g03308					
OG0047306					ib11g03309					
OG0047307					ib11g03312					
OG0047308					ib11g03319					
OG0047309					ib11g03332					
OG0047310					ib11g03333					
OG0047311					ib11g03341					
OG0047312					ib11g03342					
OG0047313					ib11g03345					
OG0047314					ib11g03347					
OG0047315					ib11g03353					
OG0047316					ib11g03355					
OG0047317					ib11g03357					
OG0047318					ib11g03358					
OG0047319					ib11g03359					
OG0047320					ib11g03381					
OG0047321					ib11g03385					
OG0047322					ib11g03399					
OG0047323					ib11g03403					
OG0047324					ib11g03410					
OG0047325					ib11g03420					
OG0047326					ib11g03428					
OG0047327					ib11g03439					
OG0047328					ib11g03444					
OG0047329					ib11g03447					
OG0047330					ib11g03457					
OG0047331					ib11g03465					
OG0047332					ib11g03468					
OG0047333					ib11g03476					
OG0047334					ib11g03481					
OG0047335					ib11g03482					
OG0047336					ib11g03483					
OG0047337					ib11g03485					
OG0047338					ib11g03491					
OG0047339					ib11g03495					
OG0047340					ib11g03511					
OG0047341					ib11g03512					
OG0047342					ib11g03520					
OG0047343					ib11g03527					
OG0047344					ib11g03531					
OG0047345					ib11g03532					
OG0047346					ib11g03537					
OG0047347					ib11g03538					
OG0047348					ib11g03539					
OG0047349					ib11g03547					
OG0047350					ib11g03554					
OG0047351					ib11g03557					
OG0047352					ib11g03559					
OG0047353					ib11g03560					
OG0047354					ib11g03562					
OG0047355					ib11g03563					
OG0047356					ib11g03564					
OG0047357					ib11g03565					
OG0047358					ib11g03566					
OG0047359					ib11g03567					
OG0047360					ib11g03572					
OG0047361					ib11g03575					
OG0047362					ib11g03576					
OG0047363					ib11g03591					
OG0047364					ib11g03604					
OG0047365					ib11g03606					
OG0047366					ib11g03611					
OG0047367					ib11g03614					
OG0047368					ib11g03620					
OG0047369					ib11g03626					
OG0047370					ib11g03634					
OG0047371					ib11g03636					
OG0047372					ib11g03643					
OG0047373					ib11g03653					
OG0047374					ib11g03655					
OG0047375					ib11g03659					
OG0047376					ib11g03664					
OG0047377					ib11g03671					
OG0047378					ib11g03675					
OG0047379					ib11g03676					
OG0047380					ib11g03678					
OG0047381					ib11g03679					
OG0047382					ib11g03683					
OG0047383					ib11g03694					
OG0047384					ib11g03695					
OG0047385					ib11g03696					
OG0047386					ib11g03698					
OG0047387					ib11g03701					
OG0047388					ib11g03709					
OG0047389					ib11g03731					
OG0047390					ib11g03746					
OG0047391					ib11g03759					
OG0047392					ib11g03764					
OG0047393					ib11g03768					
OG0047394					ib11g03770					
OG0047395					ib11g03772					
OG0047396					ib11g03788					
OG0047397					ib11g03791					
OG0047398					ib11g03814					
OG0047399					ib11g03816					
OG0047400					ib11g03817					
OG0047401					ib11g03818					
OG0047402					ib11g03858					
OG0047403					ib11g03859					
OG0047404					ib11g03864					
OG0047405					ib11g03866					
OG0047406					ib11g03878					
OG0047407					ib11g03902					
OG0047408					ib11g03916					
OG0047409					ib11g03917					
OG0047410					ib11g03935					
OG0047411					ib11g03943					
OG0047412					ib11g03951					
OG0047413					ib11g03953					
OG0047414					ib11g03956					
OG0047415					ib11g03957					
OG0047416					ib11g03961					
OG0047417					ib11g03965					
OG0047418					ib11g03972					
OG0047419					ib11g03974					
OG0047420					ib11g03981					
OG0047421					ib11g03986					
OG0047422					ib11g03989					
OG0047423					ib11g03990					
OG0047424					ib11g03991					
OG0047425					ib11g04003					
OG0047426					ib11g04021					
OG0047427					ib11g04029					
OG0047428					ib11g04038					
OG0047429					ib11g04039					
OG0047430					ib11g04040					
OG0047431					ib11g04045					
OG0047432					ib11g04046					
OG0047433					ib11g04054					
OG0047434					ib11g04064					
OG0047435					ib11g04065					
OG0047436					ib11g04068					
OG0047437					ib11g04075					
OG0047438					ib11g04101					
OG0047439					ib11g04112					
OG0047440					ib11g04123					
OG0047441					ib11g04138					
OG0047442					ib11g04146					
OG0047443					ib11g04152					
OG0047444					ib11g04155					
OG0047445					ib11g04156					
OG0047446					ib11g04159					
OG0047447					ib11g04177					
OG0047448					ib11g04178					
OG0047449					ib11g04182					
OG0047450					ib11g04193					
OG0047451					ib12g00001					
OG0047452					ib12g00003					
OG0047453					ib12g00004					
OG0047454					ib12g00011					
OG0047455					ib12g00012					
OG0047456					ib12g00016					
OG0047457					ib12g00021					
OG0047458					ib12g00022					
OG0047459					ib12g00026					
OG0047460					ib12g00032					
OG0047461					ib12g00033					
OG0047462					ib12g00039					
OG0047463					ib12g00044					
OG0047464					ib12g00046					
OG0047465					ib12g00051					
OG0047466					ib12g00058					
OG0047467					ib12g00060					
OG0047468					ib12g00076					
OG0047469					ib12g00077					
OG0047470					ib12g00078					
OG0047471					ib12g00082					
OG0047472					ib12g00083					
OG0047473					ib12g00100					
OG0047474					ib12g00105					
OG0047475					ib12g00107					
OG0047476					ib12g00118					
OG0047477					ib12g00128					
OG0047478					ib12g00139					
OG0047479					ib12g00145					
OG0047480					ib12g00150					
OG0047481					ib12g00151					
OG0047482					ib12g00155					
OG0047483					ib12g00156					
OG0047484					ib12g00157					
OG0047485					ib12g00161					
OG0047486					ib12g00162					
OG0047487					ib12g00164					
OG0047488					ib12g00172					
OG0047489					ib12g00191					
OG0047490					ib12g00198					
OG0047491					ib12g00199					
OG0047492					ib12g00201					
OG0047493					ib12g00213					
OG0047494					ib12g00214					
OG0047495					ib12g00229					
OG0047496					ib12g00230					
OG0047497					ib12g00233					
OG0047498					ib12g00260					
OG0047499					ib12g00272					
OG0047500					ib12g00273					
OG0047501					ib12g00276					
OG0047502					ib12g00277					
OG0047503					ib12g00279					
OG0047504					ib12g00280					
OG0047505					ib12g00281					
OG0047506					ib12g00282					
OG0047507					ib12g00291					
OG0047508					ib12g00294					
OG0047509					ib12g00308					
OG0047510					ib12g00309					
OG0047511					ib12g00312					
OG0047512					ib12g00335					
OG0047513					ib12g00336					
OG0047514					ib12g00337					
OG0047515					ib12g00346					
OG0047516					ib12g00350					
OG0047517					ib12g00351					
OG0047518					ib12g00359					
OG0047519					ib12g00363					
OG0047520					ib12g00364					
OG0047521					ib12g00365					
OG0047522					ib12g00367					
OG0047523					ib12g00371					
OG0047524					ib12g00380					
OG0047525					ib12g00381					
OG0047526					ib12g00383					
OG0047527					ib12g00384					
OG0047528					ib12g00393					
OG0047529					ib12g00418					
OG0047530					ib12g00421					
OG0047531					ib12g00425					
OG0047532					ib12g00429					
OG0047533					ib12g00433					
OG0047534					ib12g00438					
OG0047535					ib12g00449					
OG0047536					ib12g00463					
OG0047537					ib12g00470					
OG0047538					ib12g00472					
OG0047539					ib12g00473					
OG0047540					ib12g00475					
OG0047541					ib12g00491					
OG0047542					ib12g00496					
OG0047543					ib12g00497					
OG0047544					ib12g00500					
OG0047545					ib12g00507					
OG0047546					ib12g00509					
OG0047547					ib12g00510					
OG0047548					ib12g00520					
OG0047549					ib12g00525					
OG0047550					ib12g00533					
OG0047551					ib12g00535					
OG0047552					ib12g00551					
OG0047553					ib12g00558					
OG0047554					ib12g00559					
OG0047555					ib12g00561					
OG0047556					ib12g00562					
OG0047557					ib12g00566					
OG0047558					ib12g00567					
OG0047559					ib12g00571					
OG0047560					ib12g00572					
OG0047561					ib12g00578					
OG0047562					ib12g00579					
OG0047563					ib12g00580					
OG0047564					ib12g00582					
OG0047565					ib12g00585					
OG0047566					ib12g00595					
OG0047567					ib12g00605					
OG0047568					ib12g00606					
OG0047569					ib12g00607					
OG0047570					ib12g00611					
OG0047571					ib12g00617					
OG0047572					ib12g00625					
OG0047573					ib12g00635					
OG0047574					ib12g00638					
OG0047575					ib12g00661					
OG0047576					ib12g00665					
OG0047577					ib12g00670					
OG0047578					ib12g00672					
OG0047579					ib12g00674					
OG0047580					ib12g00678					
OG0047581					ib12g00680					
OG0047582					ib12g00684					
OG0047583					ib12g00694					
OG0047584					ib12g00697					
OG0047585					ib12g00699					
OG0047586					ib12g00745					
OG0047587					ib12g00748					
OG0047588					ib12g00753					
OG0047589					ib12g00755					
OG0047590					ib12g00770					
OG0047591					ib12g00771					
OG0047592					ib12g00774					
OG0047593					ib12g00788					
OG0047594					ib12g00794					
OG0047595					ib12g00797					
OG0047596					ib12g00810					
OG0047597					ib12g00812					
OG0047598					ib12g00814					
OG0047599					ib12g00815					
OG0047600					ib12g00816					
OG0047601					ib12g00817					
OG0047602					ib12g00823					
OG0047603					ib12g00825					
OG0047604					ib12g00839					
OG0047605					ib12g00842					
OG0047606					ib12g00843					
OG0047607					ib12g00864					
OG0047608					ib12g00868					
OG0047609					ib12g00869					
OG0047610					ib12g00871					
OG0047611					ib12g00874					
OG0047612					ib12g00877					
OG0047613					ib12g00884					
OG0047614					ib12g00887					
OG0047615					ib12g00888					
OG0047616					ib12g00889					
OG0047617					ib12g00890					
OG0047618					ib12g00891					
OG0047619					ib12g00893					
OG0047620					ib12g00894					
OG0047621					ib12g00897					
OG0047622					ib12g00898					
OG0047623					ib12g00899					
OG0047624					ib12g00902					
OG0047625					ib12g00904					
OG0047626					ib12g00905					
OG0047627					ib12g00906					
OG0047628					ib12g00910					
OG0047629					ib12g00914					
OG0047630					ib12g00915					
OG0047631					ib12g00916					
OG0047632					ib12g00926					
OG0047633					ib12g00928					
OG0047634					ib12g00949					
OG0047635					ib12g00958					
OG0047636					ib12g00960					
OG0047637					ib12g00972					
OG0047638					ib12g00976					
OG0047639					ib12g00984					
OG0047640					ib12g00987					
OG0047641					ib12g00988					
OG0047642					ib12g00989					
OG0047643					ib12g00990					
OG0047644					ib12g00991					
OG0047645					ib12g00992					
OG0047646					ib12g01001					
OG0047647					ib12g01006					
OG0047648					ib12g01010					
OG0047649					ib12g01012					
OG0047650					ib12g01019					
OG0047651					ib12g01033					
OG0047652					ib12g01038					
OG0047653					ib12g01040					
OG0047654					ib12g01041					
OG0047655					ib12g01057					
OG0047656					ib12g01059					
OG0047657					ib12g01068					
OG0047658					ib12g01074					
OG0047659					ib12g01081					
OG0047660					ib12g01082					
OG0047661					ib12g01087					
OG0047662					ib12g01089					
OG0047663					ib12g01099					
OG0047664					ib12g01102					
OG0047665					ib12g01103					
OG0047666					ib12g01104					
OG0047667					ib12g01105					
OG0047668					ib12g01111					
OG0047669					ib12g01121					
OG0047670					ib12g01131					
OG0047671					ib12g01138					
OG0047672					ib12g01139					
OG0047673					ib12g01140					
OG0047674					ib12g01151					
OG0047675					ib12g01152					
OG0047676					ib12g01154					
OG0047677					ib12g01156					
OG0047678					ib12g01157					
OG0047679					ib12g01166					
OG0047680					ib12g01177					
OG0047681					ib12g01178					
OG0047682					ib12g01179					
OG0047683					ib12g01195					
OG0047684					ib12g01196					
OG0047685					ib12g01198					
OG0047686					ib12g01199					
OG0047687					ib12g01200					
OG0047688					ib12g01201					
OG0047689					ib12g01203					
OG0047690					ib12g01205					
OG0047691					ib12g01207					
OG0047692					ib12g01208					
OG0047693					ib12g01214					
OG0047694					ib12g01220					
OG0047695					ib12g01221					
OG0047696					ib12g01224					
OG0047697					ib12g01228					
OG0047698					ib12g01230					
OG0047699					ib12g01232					
OG0047700					ib12g01233					
OG0047701					ib12g01234					
OG0047702					ib12g01253					
OG0047703					ib12g01254					
OG0047704					ib12g01261					
OG0047705					ib12g01263					
OG0047706					ib12g01266					
OG0047707					ib12g01283					
OG0047708					ib12g01288					
OG0047709					ib12g01289					
OG0047710					ib12g01313					
OG0047711					ib12g01314					
OG0047712					ib12g01341					
OG0047713					ib12g01342					
OG0047714					ib12g01345					
OG0047715					ib12g01348					
OG0047716					ib12g01368					
OG0047717					ib12g01372					
OG0047718					ib12g01374					
OG0047719					ib12g01375					
OG0047720					ib12g01377					
OG0047721					ib12g01382					
OG0047722					ib12g01388					
OG0047723					ib12g01391					
OG0047724					ib12g01392					
OG0047725					ib12g01396					
OG0047726					ib12g01400					
OG0047727					ib12g01401					
OG0047728					ib12g01402					
OG0047729					ib12g01403					
OG0047730					ib12g01419					
OG0047731					ib12g01420					
OG0047732					ib12g01421					
OG0047733					ib12g01422					
OG0047734					ib12g01424					
OG0047735					ib12g01435					
OG0047736					ib12g01455					
OG0047737					ib12g01471					
OG0047738					ib12g01472					
OG0047739					ib12g01474					
OG0047740					ib12g01481					
OG0047741					ib12g01500					
OG0047742					ib12g01501					
OG0047743					ib12g01504					
OG0047744					ib12g01509					
OG0047745					ib12g01520					
OG0047746					ib12g01539					
OG0047747					ib12g01541					
OG0047748					ib12g01547					
OG0047749					ib12g01548					
OG0047750					ib12g01549					
OG0047751					ib12g01559					
OG0047752					ib12g01564					
OG0047753					ib12g01570					
OG0047754					ib12g01571					
OG0047755					ib12g01580					
OG0047756					ib12g01582					
OG0047757					ib12g01586					
OG0047758					ib12g01589					
OG0047759					ib12g01590					
OG0047760					ib12g01595					
OG0047761					ib12g01599					
OG0047762					ib12g01602					
OG0047763					ib12g01612					
OG0047764					ib12g01615					
OG0047765					ib12g01622					
OG0047766					ib12g01635					
OG0047767					ib12g01636					
OG0047768					ib12g01644					
OG0047769					ib12g01662					
OG0047770					ib12g01667					
OG0047771					ib12g01669					
OG0047772					ib12g01674					
OG0047773					ib12g01675					
OG0047774					ib12g01682					
OG0047775					ib12g01687					
OG0047776					ib12g01691					
OG0047777					ib12g01692					
OG0047778					ib12g01702					
OG0047779					ib12g01703					
OG0047780					ib12g01706					
OG0047781					ib12g01707					
OG0047782					ib12g01710					
OG0047783					ib12g01714					
OG0047784					ib12g01722					
OG0047785					ib12g01737					
OG0047786					ib12g01744					
OG0047787					ib12g01750					
OG0047788					ib12g01754					
OG0047789					ib12g01787					
OG0047790					ib12g01788					
OG0047791					ib12g01791					
OG0047792					ib12g01793					
OG0047793					ib12g01804					
OG0047794					ib12g01807					
OG0047795					ib12g01809					
OG0047796					ib12g01815					
OG0047797					ib12g01831					
OG0047798					ib12g01835					
OG0047799					ib12g01841					
OG0047800					ib12g01842					
OG0047801					ib12g01848					
OG0047802					ib12g01853					
OG0047803					ib12g01859					
OG0047804					ib12g01861					
OG0047805					ib12g01864					
OG0047806					ib12g01874					
OG0047807					ib12g01876					
OG0047808					ib12g01880					
OG0047809					ib12g01885					
OG0047810					ib12g01886					
OG0047811					ib12g01892					
OG0047812					ib12g01895					
OG0047813					ib12g01896					
OG0047814					ib12g01899					
OG0047815					ib12g01910					
OG0047816					ib12g01913					
OG0047817					ib12g01917					
OG0047818					ib12g01918					
OG0047819					ib12g01925					
OG0047820					ib12g01939					
OG0047821					ib12g01940					
OG0047822					ib12g01942					
OG0047823					ib12g01944					
OG0047824					ib12g01953					
OG0047825					ib12g01957					
OG0047826					ib12g01958					
OG0047827					ib12g01960					
OG0047828					ib12g01968					
OG0047829					ib12g01969					
OG0047830					ib12g01970					
OG0047831					ib12g01980					
OG0047832					ib12g01981					
OG0047833					ib12g01982					
OG0047834					ib12g01983					
OG0047835					ib12g01998					
OG0047836					ib12g02003					
OG0047837					ib12g02005					
OG0047838					ib12g02008					
OG0047839					ib12g02010					
OG0047840					ib12g02026					
OG0047841					ib12g02029					
OG0047842					ib12g02037					
OG0047843					ib12g02040					
OG0047844					ib12g02045					
OG0047845					ib12g02054					
OG0047846					ib12g02058					
OG0047847					ib12g02064					
OG0047848					ib12g02065					
OG0047849					ib12g02079					
OG0047850					ib12g02080					
OG0047851					ib12g02094					
OG0047852					ib12g02111					
OG0047853					ib12g02115					
OG0047854					ib12g02121					
OG0047855					ib12g02125					
OG0047856					ib12g02129					
OG0047857					ib12g02131					
OG0047858					ib12g02136					
OG0047859					ib12g02160					
OG0047860					ib12g02161					
OG0047861					ib12g02162					
OG0047862					ib12g02166					
OG0047863					ib12g02192					
OG0047864					ib12g02201					
OG0047865					ib12g02208					
OG0047866					ib12g02214					
OG0047867					ib12g02226					
OG0047868					ib12g02227					
OG0047869					ib12g02228					
OG0047870					ib12g02229					
OG0047871					ib12g02265					
OG0047872					ib12g02272					
OG0047873					ib12g02273					
OG0047874					ib12g02274					
OG0047875					ib12g02276					
OG0047876					ib12g02279					
OG0047877					ib12g02280					
OG0047878					ib12g02284					
OG0047879					ib12g02285					
OG0047880					ib12g02288					
OG0047881					ib12g02292					
OG0047882					ib12g02293					
OG0047883					ib12g02295					
OG0047884					ib12g02296					
OG0047885					ib12g02302					
OG0047886					ib12g02316					
OG0047887					ib12g02329					
OG0047888					ib12g02345					
OG0047889					ib12g02351					
OG0047890					ib12g02360					
OG0047891					ib12g02366					
OG0047892					ib12g02380					
OG0047893					ib12g02413					
OG0047894					ib12g02418					
OG0047895					ib12g02421					
OG0047896					ib12g02423					
OG0047897					ib12g02427					
OG0047898					ib12g02430					
OG0047899					ib12g02431					
OG0047900					ib12g02433					
OG0047901					ib12g02435					
OG0047902					ib12g02447					
OG0047903					ib12g02452					
OG0047904					ib12g02453					
OG0047905					ib12g02454					
OG0047906					ib12g02455					
OG0047907					ib12g02461					
OG0047908					ib12g02464					
OG0047909					ib12g02466					
OG0047910					ib12g02469					
OG0047911					ib12g02491					
OG0047912					ib12g02494					
OG0047913					ib12g02497					
OG0047914					ib12g02505					
OG0047915					ib12g02519					
OG0047916					ib12g02520					
OG0047917					ib12g02525					
OG0047918					ib12g02527					
OG0047919					ib12g02542					
OG0047920					ib12g02555					
OG0047921					ib12g02556					
OG0047922					ib12g02558					
OG0047923					ib12g02563					
OG0047924					ib12g02564					
OG0047925					ib12g02568					
OG0047926					ib12g02579					
OG0047927					ib12g02604					
OG0047928					ib12g02606					
OG0047929					ib12g02611					
OG0047930					ib12g02620					
OG0047931					ib12g02624					
OG0047932					ib12g02627					
OG0047933					ib12g02640					
OG0047934					ib12g02642					
OG0047935					ib12g02647					
OG0047936					ib12g02653					
OG0047937					ib12g02658					
OG0047938					ib12g02668					
OG0047939					ib12g02685					
OG0047940					ib12g02688					
OG0047941					ib12g02689					
OG0047942					ib12g02701					
OG0047943					ib12g02710					
OG0047944					ib12g02712					
OG0047945					ib12g02714					
OG0047946					ib12g02718					
OG0047947					ib12g02720					
OG0047948					ib12g02722					
OG0047949					ib12g02726					
OG0047950					ib12g02727					
OG0047951					ib12g02730					
OG0047952					ib12g02731					
OG0047953					ib12g02733					
OG0047954					ib12g02737					
OG0047955					ib12g02740					
OG0047956					ib12g02759					
OG0047957					ib12g02762					
OG0047958					ib12g02787					
OG0047959					ib12g02794					
OG0047960					ib12g02799					
OG0047961					ib12g02800					
OG0047962					ib12g02804					
OG0047963					ib12g02805					
OG0047964					ib12g02806					
OG0047965					ib12g02808					
OG0047966					ib12g02810					
OG0047967					ib12g02812					
OG0047968					ib12g02814					
OG0047969					ib12g02815					
OG0047970					ib12g02821					
OG0047971					ib12g02822					
OG0047972					ib12g02842					
OG0047973					ib12g02855					
OG0047974					ib12g02857					
OG0047975					ib12g02858					
OG0047976					ib12g02864					
OG0047977					ib12g02873					
OG0047978					ib12g02874					
OG0047979					ib12g02887					
OG0047980					ib12g02889					
OG0047981					ib12g02894					
OG0047982					ib12g02895					
OG0047983					ib12g02909					
OG0047984					ib12g02915					
OG0047985					ib12g02919					
OG0047986					ib12g02923					
OG0047987					ib12g02926					
OG0047988					ib12g02927					
OG0047989					ib12g02931					
OG0047990					ib12g02933					
OG0047991					ib12g02951					
OG0047992					ib12g02956					
OG0047993					ib12g02963					
OG0047994					ib12g02965					
OG0047995					ib12g02978					
OG0047996					ib12g02990					
OG0047997					ib12g02993					
OG0047998					ib12g03004					
OG0047999					ib12g03006					
OG0048000					ib12g03008					
OG0048001					ib12g03020					
OG0048002					ib12g03024					
OG0048003					ib12g03028					
OG0048004					ib12g03035					
OG0048005					ib12g03039					
OG0048006					ib12g03043					
OG0048007					ib12g03047					
OG0048008					ib12g03049					
OG0048009					ib12g03052					
OG0048010					ib12g03069					
OG0048011					ib12g03070					
OG0048012					ib12g03074					
OG0048013					ib12g03091					
OG0048014					ib12g03096					
OG0048015					ib12g03101					
OG0048016					ib12g03102					
OG0048017					ib12g03108					
OG0048018					ib12g03109					
OG0048019					ib12g03117					
OG0048020					ib12g03118					
OG0048021					ib12g03119					
OG0048022					ib12g03120					
OG0048023					ib12g03129					
OG0048024					ib12g03140					
OG0048025					ib12g03143					
OG0048026					ib12g03150					
OG0048027					ib12g03151					
OG0048028					ib12g03152					
OG0048029					ib12g03160					
OG0048030					ib12g03169					
OG0048031					ib12g03170					
